start_time,away_team,away_team_score,home_team,home_team_score
2019-01-06 23:00:00+00:00,MIAMI HEAT,82,ATLANTA HAWKS,106
2019-01-06 20:30:00+00:00,BROOKLYN NETS,117,CHICAGO BULLS,100
2019-01-06 20:30:00+00:00,ORLANDO MAGIC,96,LOS ANGELES CLIPPERS,106
2019-01-06 20:30:00+00:00,LOS ANGELES LAKERS,86,MINNESOTA TIMBERWOLVES,108
2019-01-07 00:00:00+00:00,WASHINGTON WIZARDS,116,OKLAHOMA CITY THUNDER,98
2019-01-07 01:00:00+00:00,CHARLOTTE HORNETS,119,PHOENIX SUNS,113
2019-01-07 00:30:00+00:00,INDIANA PACERS,105,TORONTO RAPTORS,121
2019-01-08 00:30:00+00:00,BROOKLYN NETS,95,BOSTON CELTICS,116
2019-01-08 01:30:00+00:00,LOS ANGELES LAKERS,107,DALLAS MAVERICKS,97
2019-01-08 00:00:00+00:00,SAN ANTONIO SPURS,119,DETROIT PISTONS,107
2019-01-08 01:00:00+00:00,DENVER NUGGETS,113,HOUSTON ROCKETS,125
2019-01-08 01:00:00+00:00,UTAH JAZZ,102,MILWAUKEE BUCKS,114
2019-01-08 01:00:00+00:00,MEMPHIS GRIZZLIES,95,NEW ORLEANS PELICANS,114
2019-01-08 03:00:00+00:00,NEW YORK KNICKS,101,PORTLAND TRAIL BLAZERS,111
2019-01-08 03:00:00+00:00,ORLANDO MAGIC,95,SACRAMENTO KINGS,111
2019-01-09 00:00:00+00:00,INDIANA PACERS,123,CLEVELAND CAVALIERS,115
2019-01-09 03:30:00+00:00,NEW YORK KNICKS,95,GOLDEN STATE WARRIORS,122
2019-01-09 03:30:00+00:00,CHARLOTTE HORNETS,109,LOS ANGELES CLIPPERS,128
2019-01-09 00:30:00+00:00,DENVER NUGGETS,103,MIAMI HEAT,99
2019-01-09 01:00:00+00:00,MINNESOTA TIMBERWOLVES,119,OKLAHOMA CITY THUNDER,117
2019-01-09 00:00:00+00:00,WASHINGTON WIZARDS,115,PHILADELPHIA 76ERS,132
2019-01-09 02:00:00+00:00,SACRAMENTO KINGS,111,PHOENIX SUNS,115
2019-01-09 00:30:00+00:00,ATLANTA HAWKS,101,TORONTO RAPTORS,104
2019-01-10 00:00:00+00:00,INDIANA PACERS,108,BOSTON CELTICS,135
2019-01-10 00:30:00+00:00,ATLANTA HAWKS,100,BROOKLYN NETS,116
2019-01-10 01:30:00+00:00,PHOENIX SUNS,94,DALLAS MAVERICKS,104
2019-01-10 01:00:00+00:00,MILWAUKEE BUCKS,116,HOUSTON ROCKETS,109
2019-01-10 03:30:00+00:00,DETROIT PISTONS,100,LOS ANGELES LAKERS,113
2019-01-10 01:00:00+00:00,SAN ANTONIO SPURS,86,MEMPHIS GRIZZLIES,96
2019-01-10 01:00:00+00:00,CLEVELAND CAVALIERS,124,NEW ORLEANS PELICANS,140
2019-01-10 03:00:00+00:00,CHICAGO BULLS,112,PORTLAND TRAIL BLAZERS,124
2019-01-10 02:00:00+00:00,ORLANDO MAGIC,93,UTAH JAZZ,106
2019-01-10 00:00:00+00:00,PHILADELPHIA 76ERS,106,WASHINGTON WIZARDS,123
2019-01-11 02:00:00+00:00,LOS ANGELES CLIPPERS,100,DENVER NUGGETS,121
2019-01-11 00:00:00+00:00,BOSTON CELTICS,99,MIAMI HEAT,115
2019-01-11 03:00:00+00:00,DETROIT PISTONS,102,SACRAMENTO KINGS,112
2019-01-11 02:30:00+00:00,OKLAHOMA CITY THUNDER,147,SAN ANTONIO SPURS,154
2019-01-12 03:30:00+00:00,CHICAGO BULLS,109,GOLDEN STATE WARRIORS,146
2019-01-12 01:00:00+00:00,CLEVELAND CAVALIERS,113,HOUSTON ROCKETS,141
2019-01-12 01:00:00+00:00,DALLAS MAVERICKS,119,MINNESOTA TIMBERWOLVES,115
2019-01-12 00:30:00+00:00,INDIANA PACERS,121,NEW YORK KNICKS,106
2019-01-12 00:00:00+00:00,ATLANTA HAWKS,123,PHILADELPHIA 76ERS,121
2019-01-12 03:00:00+00:00,CHARLOTTE HORNETS,96,PORTLAND TRAIL BLAZERS,127
2019-01-12 00:30:00+00:00,BROOKLYN NETS,105,TORONTO RAPTORS,122
2019-01-12 03:00:00+00:00,LOS ANGELES LAKERS,95,UTAH JAZZ,113
2019-01-12 00:00:00+00:00,MILWAUKEE BUCKS,106,WASHINGTON WIZARDS,113
2019-01-12 20:30:00+00:00,DETROIT PISTONS,,LOS ANGELES CLIPPERS,
2019-01-12 22:00:00+00:00,MEMPHIS GRIZZLIES,,MIAMI HEAT,
2019-01-13 01:00:00+00:00,NEW ORLEANS PELICANS,,MINNESOTA TIMBERWOLVES,
2019-01-13 01:00:00+00:00,SAN ANTONIO SPURS,,OKLAHOMA CITY THUNDER,
2019-01-13 00:00:00+00:00,BOSTON CELTICS,,ORLANDO MAGIC,
2019-01-13 02:00:00+00:00,DENVER NUGGETS,,PHOENIX SUNS,
2019-01-13 03:00:00+00:00,CHARLOTTE HORNETS,,SACRAMENTO KINGS,
2019-01-13 03:00:00+00:00,CHICAGO BULLS,,UTAH JAZZ,
2019-01-13 20:30:00+00:00,MILWAUKEE BUCKS,,ATLANTA HAWKS,
2019-01-14 00:00:00+00:00,GOLDEN STATE WARRIORS,,DALLAS MAVERICKS,
2019-01-14 01:00:00+00:00,PORTLAND TRAIL BLAZERS,,DENVER NUGGETS,
2019-01-14 02:30:00+00:00,CLEVELAND CAVALIERS,,LOS ANGELES LAKERS,
2019-01-13 18:00:00+00:00,PHILADELPHIA 76ERS,,NEW YORK KNICKS,
2019-01-13 23:00:00+00:00,HOUSTON ROCKETS,,ORLANDO MAGIC,
2019-01-13 18:00:00+00:00,TORONTO RAPTORS,,WASHINGTON WIZARDS,
2019-01-15 00:30:00+00:00,BOSTON CELTICS,,BROOKLYN NETS,
2019-01-15 01:00:00+00:00,MEMPHIS GRIZZLIES,,HOUSTON ROCKETS,
2019-01-15 03:30:00+00:00,NEW ORLEANS PELICANS,,LOS ANGELES CLIPPERS,
2019-01-15 03:00:00+00:00,PORTLAND TRAIL BLAZERS,,SACRAMENTO KINGS,
2019-01-15 01:30:00+00:00,CHARLOTTE HORNETS,,SAN ANTONIO SPURS,
2019-01-15 02:00:00+00:00,DETROIT PISTONS,,UTAH JAZZ,
2019-01-16 00:30:00+00:00,OKLAHOMA CITY THUNDER,,ATLANTA HAWKS,
2019-01-16 02:00:00+00:00,GOLDEN STATE WARRIORS,,DENVER NUGGETS,
2019-01-16 00:00:00+00:00,PHOENIX SUNS,,INDIANA PACERS,
2019-01-16 03:30:00+00:00,CHICAGO BULLS,,LOS ANGELES LAKERS,
2019-01-16 01:00:00+00:00,MIAMI HEAT,,MILWAUKEE BUCKS,
2019-01-16 00:00:00+00:00,MINNESOTA TIMBERWOLVES,,PHILADELPHIA 76ERS,
2019-01-17 01:00:00+00:00,TORONTO RAPTORS,,BOSTON CELTICS,
2019-01-17 01:30:00+00:00,SAN ANTONIO SPURS,,DALLAS MAVERICKS,
2019-01-17 00:00:00+00:00,ORLANDO MAGIC,,DETROIT PISTONS,
2019-01-17 03:30:00+00:00,NEW ORLEANS PELICANS,,GOLDEN STATE WARRIORS,
2019-01-17 01:00:00+00:00,BROOKLYN NETS,,HOUSTON ROCKETS,
2019-01-17 03:30:00+00:00,UTAH JAZZ,,LOS ANGELES CLIPPERS,
2019-01-17 01:00:00+00:00,MILWAUKEE BUCKS,,MEMPHIS GRIZZLIES,
2019-01-17 03:00:00+00:00,CLEVELAND CAVALIERS,,PORTLAND TRAIL BLAZERS,
2019-01-18 00:00:00+00:00,SACRAMENTO KINGS,,CHARLOTTE HORNETS,
2019-01-18 02:00:00+00:00,CHICAGO BULLS,,DENVER NUGGETS,
2019-01-18 00:00:00+00:00,PHILADELPHIA 76ERS,,INDIANA PACERS,
2019-01-18 02:30:00+00:00,LOS ANGELES LAKERS,,OKLAHOMA CITY THUNDER,
2019-01-18 00:30:00+00:00,PHOENIX SUNS,,TORONTO RAPTORS,
2019-01-17 20:00:00+00:00,NEW YORK KNICKS,,WASHINGTON WIZARDS,
2019-01-19 00:00:00+00:00,MEMPHIS GRIZZLIES,,BOSTON CELTICS,
2019-01-19 00:00:00+00:00,MIAMI HEAT,,DETROIT PISTONS,
2019-01-19 03:30:00+00:00,GOLDEN STATE WARRIORS,,LOS ANGELES CLIPPERS,
2019-01-19 01:00:00+00:00,SAN ANTONIO SPURS,,MINNESOTA TIMBERWOLVES,
2019-01-19 00:00:00+00:00,BROOKLYN NETS,,ORLANDO MAGIC,
2019-01-19 03:30:00+00:00,NEW ORLEANS PELICANS,,PORTLAND TRAIL BLAZERS,
2019-01-19 02:00:00+00:00,CLEVELAND CAVALIERS,,UTAH JAZZ,
2019-01-20 00:30:00+00:00,BOSTON CELTICS,,ATLANTA HAWKS,
2019-01-20 01:00:00+00:00,MIAMI HEAT,,CHICAGO BULLS,
2019-01-19 22:00:00+00:00,PHOENIX SUNS,,CHARLOTTE HORNETS,
2019-01-20 03:00:00+00:00,CLEVELAND CAVALIERS,,DENVER NUGGETS,
2019-01-20 00:00:00+00:00,SACRAMENTO KINGS,,DETROIT PISTONS,
2019-01-20 01:30:00+00:00,LOS ANGELES LAKERS,,HOUSTON ROCKETS,
2019-01-20 00:00:00+00:00,DALLAS MAVERICKS,,INDIANA PACERS,
2019-01-20 00:00:00+00:00,MILWAUKEE BUCKS,,ORLANDO MAGIC,
2019-01-19 20:30:00+00:00,OKLAHOMA CITY THUNDER,,PHILADELPHIA 76ERS,
2019-01-20 00:30:00+00:00,MEMPHIS GRIZZLIES,,TORONTO RAPTORS,
2019-01-20 23:00:00+00:00,CHARLOTTE HORNETS,,INDIANA PACERS,
2019-01-21 00:00:00+00:00,PHOENIX SUNS,,MINNESOTA TIMBERWOLVES,
2019-01-21 00:00:00+00:00,LOS ANGELES CLIPPERS,,SAN ANTONIO SPURS,
2019-01-21 20:00:00+00:00,ORLANDO MAGIC,,ATLANTA HAWKS,
2019-01-21 23:00:00+00:00,MIAMI HEAT,,BOSTON CELTICS,
2019-01-21 20:30:00+00:00,SACRAMENTO KINGS,,BROOKLYN NETS,
2019-01-21 18:00:00+00:00,CHICAGO BULLS,,CLEVELAND CAVALIERS,
2019-01-22 03:30:00+00:00,GOLDEN STATE WARRIORS,,LOS ANGELES LAKERS,
2019-01-21 22:30:00+00:00,NEW ORLEANS PELICANS,,MEMPHIS GRIZZLIES,
2019-01-21 19:00:00+00:00,DALLAS MAVERICKS,,MILWAUKEE BUCKS,
2019-01-21 17:30:00+00:00,OKLAHOMA CITY THUNDER,,NEW YORK KNICKS,
2019-01-22 01:00:00+00:00,HOUSTON ROCKETS,,PHILADELPHIA 76ERS,
2019-01-22 02:00:00+00:00,PORTLAND TRAIL BLAZERS,,UTAH JAZZ,
2019-01-21 19:00:00+00:00,DETROIT PISTONS,,WASHINGTON WIZARDS,
2019-01-23 01:30:00+00:00,LOS ANGELES CLIPPERS,,DALLAS MAVERICKS,
2019-01-23 01:00:00+00:00,PORTLAND TRAIL BLAZERS,,OKLAHOMA CITY THUNDER,
2019-01-23 02:00:00+00:00,MINNESOTA TIMBERWOLVES,,PHOENIX SUNS,
2019-01-23 00:00:00+00:00,SACRAMENTO KINGS,,TORONTO RAPTORS,
2019-01-24 00:30:00+00:00,CLEVELAND CAVALIERS,,BOSTON CELTICS,
2019-01-24 00:30:00+00:00,ORLANDO MAGIC,,BROOKLYN NETS,
2019-01-24 01:00:00+00:00,ATLANTA HAWKS,,CHICAGO BULLS,
2019-01-24 00:00:00+00:00,TORONTO RAPTORS,,INDIANA PACERS,
2019-01-24 01:00:00+00:00,CHARLOTTE HORNETS,,MEMPHIS GRIZZLIES,
2019-01-24 00:30:00+00:00,LOS ANGELES CLIPPERS,,MIAMI HEAT,
2019-01-24 01:00:00+00:00,DETROIT PISTONS,,NEW ORLEANS PELICANS,
2019-01-24 00:30:00+00:00,HOUSTON ROCKETS,,NEW YORK KNICKS,
2019-01-24 01:00:00+00:00,SAN ANTONIO SPURS,,PHILADELPHIA 76ERS,
2019-01-24 03:30:00+00:00,DENVER NUGGETS,,UTAH JAZZ,
2019-01-25 03:30:00+00:00,MINNESOTA TIMBERWOLVES,,LOS ANGELES LAKERS,
2019-01-25 01:00:00+00:00,NEW ORLEANS PELICANS,,OKLAHOMA CITY THUNDER,
2019-01-25 02:00:00+00:00,PORTLAND TRAIL BLAZERS,,PHOENIX SUNS,
2019-01-25 01:00:00+00:00,GOLDEN STATE WARRIORS,,WASHINGTON WIZARDS,
2019-01-26 00:30:00+00:00,NEW YORK KNICKS,,BROOKLYN NETS,
2019-01-26 01:00:00+00:00,LOS ANGELES CLIPPERS,,CHICAGO BULLS,
2019-01-26 00:30:00+00:00,MIAMI HEAT,,CLEVELAND CAVALIERS,
2019-01-26 01:30:00+00:00,DETROIT PISTONS,,DALLAS MAVERICKS,
2019-01-26 02:00:00+00:00,PHOENIX SUNS,,DENVER NUGGETS,
2019-01-26 01:00:00+00:00,TORONTO RAPTORS,,HOUSTON ROCKETS,
2019-01-26 01:00:00+00:00,SACRAMENTO KINGS,,MEMPHIS GRIZZLIES,
2019-01-26 01:30:00+00:00,CHARLOTTE HORNETS,,MILWAUKEE BUCKS,
2019-01-26 00:00:00+00:00,WASHINGTON WIZARDS,,ORLANDO MAGIC,
2019-01-26 02:00:00+00:00,MINNESOTA TIMBERWOLVES,,UTAH JAZZ,
2019-01-27 01:30:00+00:00,GOLDEN STATE WARRIORS,,BOSTON CELTICS,
2019-01-27 02:00:00+00:00,PHILADELPHIA 76ERS,,DENVER NUGGETS,
2019-01-27 01:00:00+00:00,INDIANA PACERS,,MEMPHIS GRIZZLIES,
2019-01-26 23:00:00+00:00,SAN ANTONIO SPURS,,NEW ORLEANS PELICANS,
2019-01-27 03:00:00+00:00,ATLANTA HAWKS,,PORTLAND TRAIL BLAZERS,
2019-01-27 20:30:00+00:00,CLEVELAND CAVALIERS,,CHICAGO BULLS,
2019-01-28 00:00:00+00:00,TORONTO RAPTORS,,DALLAS MAVERICKS,
2019-01-28 00:00:00+00:00,ORLANDO MAGIC,,HOUSTON ROCKETS,
2019-01-27 20:30:00+00:00,SACRAMENTO KINGS,,LOS ANGELES CLIPPERS,
2019-01-28 02:30:00+00:00,PHOENIX SUNS,,LOS ANGELES LAKERS,
2019-01-28 00:00:00+00:00,UTAH JAZZ,,MINNESOTA TIMBERWOLVES,
2019-01-28 00:30:00+00:00,MIAMI HEAT,,NEW YORK KNICKS,
2019-01-27 23:00:00+00:00,MILWAUKEE BUCKS,,OKLAHOMA CITY THUNDER,
2019-01-28 00:00:00+00:00,WASHINGTON WIZARDS,,SAN ANTONIO SPURS,
2019-01-29 00:30:00+00:00,BROOKLYN NETS,,BOSTON CELTICS,
2019-01-29 00:00:00+00:00,NEW YORK KNICKS,,CHARLOTTE HORNETS,
2019-01-29 00:00:00+00:00,GOLDEN STATE WARRIORS,,INDIANA PACERS,
2019-01-29 03:30:00+00:00,ATLANTA HAWKS,,LOS ANGELES CLIPPERS,
2019-01-29 01:00:00+00:00,DENVER NUGGETS,,MEMPHIS GRIZZLIES,
2019-01-30 00:30:00+00:00,CHICAGO BULLS,,BROOKLYN NETS,
2019-01-30 00:00:00+00:00,WASHINGTON WIZARDS,,CLEVELAND CAVALIERS,
2019-01-30 00:00:00+00:00,MILWAUKEE BUCKS,,DETROIT PISTONS,
2019-01-30 01:00:00+00:00,NEW ORLEANS PELICANS,,HOUSTON ROCKETS,
2019-01-30 03:30:00+00:00,PHILADELPHIA 76ERS,,LOS ANGELES LAKERS,
2019-01-30 00:00:00+00:00,OKLAHOMA CITY THUNDER,,ORLANDO MAGIC,
2019-01-30 01:30:00+00:00,PHOENIX SUNS,,SAN ANTONIO SPURS,
2019-01-31 00:30:00+00:00,CHARLOTTE HORNETS,,BOSTON CELTICS,
2019-01-31 00:30:00+00:00,CHICAGO BULLS,,MIAMI HEAT,
2019-01-31 01:00:00+00:00,MEMPHIS GRIZZLIES,,MINNESOTA TIMBERWOLVES,
2019-01-31 01:00:00+00:00,DENVER NUGGETS,,NEW ORLEANS PELICANS,
2019-01-31 00:30:00+00:00,DALLAS MAVERICKS,,NEW YORK KNICKS,
2019-01-31 03:30:00+00:00,UTAH JAZZ,,PORTLAND TRAIL BLAZERS,
2019-01-31 03:00:00+00:00,ATLANTA HAWKS,,SACRAMENTO KINGS,
2019-01-31 01:00:00+00:00,INDIANA PACERS,,WASHINGTON WIZARDS,
2019-02-01 00:00:00+00:00,DALLAS MAVERICKS,,DETROIT PISTONS,
2019-02-01 03:30:00+00:00,PHILADELPHIA 76ERS,,GOLDEN STATE WARRIORS,
2019-02-01 03:30:00+00:00,LOS ANGELES LAKERS,,LOS ANGELES CLIPPERS,
2019-02-01 00:00:00+00:00,INDIANA PACERS,,ORLANDO MAGIC,
2019-02-01 01:30:00+00:00,BROOKLYN NETS,,SAN ANTONIO SPURS,
2019-02-01 01:00:00+00:00,MILWAUKEE BUCKS,,TORONTO RAPTORS,
2019-02-02 00:00:00+00:00,MEMPHIS GRIZZLIES,,CHARLOTTE HORNETS,
2019-02-02 03:00:00+00:00,HOUSTON ROCKETS,,DENVER NUGGETS,
2019-02-02 01:00:00+00:00,OKLAHOMA CITY THUNDER,,MIAMI HEAT,
2019-02-02 00:30:00+00:00,BOSTON CELTICS,,NEW YORK KNICKS,
2019-02-02 02:00:00+00:00,ATLANTA HAWKS,,UTAH JAZZ,
2019-02-03 00:00:00+00:00,CHICAGO BULLS,,CHARLOTTE HORNETS,
2019-02-03 00:30:00+00:00,DALLAS MAVERICKS,,CLEVELAND CAVALIERS,
2019-02-02 22:00:00+00:00,LOS ANGELES CLIPPERS,,DETROIT PISTONS,
2019-02-03 01:30:00+00:00,LOS ANGELES LAKERS,,GOLDEN STATE WARRIORS,
2019-02-03 00:30:00+00:00,INDIANA PACERS,,MIAMI HEAT,
2019-02-03 02:00:00+00:00,DENVER NUGGETS,,MINNESOTA TIMBERWOLVES,
2019-02-03 00:00:00+00:00,BROOKLYN NETS,,ORLANDO MAGIC,
2019-02-03 02:00:00+00:00,ATLANTA HAWKS,,PHOENIX SUNS,
2019-02-03 03:00:00+00:00,PHILADELPHIA 76ERS,,SACRAMENTO KINGS,
2019-02-03 01:30:00+00:00,NEW ORLEANS PELICANS,,SAN ANTONIO SPURS,
2019-02-03 02:00:00+00:00,HOUSTON ROCKETS,,UTAH JAZZ,
2019-02-03 00:00:00+00:00,MILWAUKEE BUCKS,,WASHINGTON WIZARDS,
2019-02-03 19:00:00+00:00,OKLAHOMA CITY THUNDER,,BOSTON CELTICS,
2019-02-03 18:00:00+00:00,MEMPHIS GRIZZLIES,,NEW YORK KNICKS,
2019-02-03 20:00:00+00:00,LOS ANGELES CLIPPERS,,TORONTO RAPTORS,
2019-02-05 00:30:00+00:00,MILWAUKEE BUCKS,,BROOKLYN NETS,
2019-02-05 00:00:00+00:00,DENVER NUGGETS,,DETROIT PISTONS,
2019-02-05 01:00:00+00:00,INDIANA PACERS,,NEW ORLEANS PELICANS,
2019-02-05 02:00:00+00:00,HOUSTON ROCKETS,,PHOENIX SUNS,
2019-02-05 03:00:00+00:00,SAN ANTONIO SPURS,,SACRAMENTO KINGS,
2019-02-05 00:00:00+00:00,ATLANTA HAWKS,,WASHINGTON WIZARDS,
2019-02-06 00:00:00+00:00,LOS ANGELES CLIPPERS,,CHARLOTTE HORNETS,
2019-02-06 00:00:00+00:00,BOSTON CELTICS,,CLEVELAND CAVALIERS,
2019-02-06 00:00:00+00:00,LOS ANGELES LAKERS,,INDIANA PACERS,
2019-02-06 01:00:00+00:00,MINNESOTA TIMBERWOLVES,,MEMPHIS GRIZZLIES,
2019-02-06 00:30:00+00:00,DETROIT PISTONS,,NEW YORK KNICKS,
2019-02-06 01:00:00+00:00,ORLANDO MAGIC,,OKLAHOMA CITY THUNDER,
2019-02-06 01:00:00+00:00,TORONTO RAPTORS,,PHILADELPHIA 76ERS,
2019-02-06 03:30:00+00:00,MIAMI HEAT,,PORTLAND TRAIL BLAZERS,
2019-02-07 00:30:00+00:00,DENVER NUGGETS,,BROOKLYN NETS,
2019-02-07 01:00:00+00:00,NEW ORLEANS PELICANS,,CHICAGO BULLS,
2019-02-07 01:30:00+00:00,CHARLOTTE HORNETS,,DALLAS MAVERICKS,
2019-02-07 03:30:00+00:00,SAN ANTONIO SPURS,,GOLDEN STATE WARRIORS,
2019-02-07 01:00:00+00:00,WASHINGTON WIZARDS,,MILWAUKEE BUCKS,
2019-02-07 03:00:00+00:00,HOUSTON ROCKETS,,SACRAMENTO KINGS,
2019-02-07 02:00:00+00:00,PHOENIX SUNS,,UTAH JAZZ,
2019-02-08 00:30:00+00:00,TORONTO RAPTORS,,ATLANTA HAWKS,
2019-02-08 01:00:00+00:00,LOS ANGELES LAKERS,,BOSTON CELTICS,
2019-02-08 00:00:00+00:00,LOS ANGELES CLIPPERS,,INDIANA PACERS,
2019-02-08 01:00:00+00:00,MEMPHIS GRIZZLIES,,OKLAHOMA CITY THUNDER,
2019-02-08 00:00:00+00:00,MINNESOTA TIMBERWOLVES,,ORLANDO MAGIC,
2019-02-08 03:30:00+00:00,SAN ANTONIO SPURS,,PORTLAND TRAIL BLAZERS,
2019-02-09 00:30:00+00:00,CHICAGO BULLS,,BROOKLYN NETS,
2019-02-09 01:30:00+00:00,MILWAUKEE BUCKS,,DALLAS MAVERICKS,
2019-02-09 00:00:00+00:00,NEW YORK KNICKS,,DETROIT PISTONS,
2019-02-09 02:30:00+00:00,MINNESOTA TIMBERWOLVES,,NEW ORLEANS PELICANS,
2019-02-09 00:00:00+00:00,DENVER NUGGETS,,PHILADELPHIA 76ERS,
2019-02-09 02:00:00+00:00,GOLDEN STATE WARRIORS,,PHOENIX SUNS,
2019-02-09 03:00:00+00:00,MIAMI HEAT,,SACRAMENTO KINGS,
2019-02-09 00:00:00+00:00,CLEVELAND CAVALIERS,,WASHINGTON WIZARDS,
2019-02-10 00:30:00+00:00,CHARLOTTE HORNETS,,ATLANTA HAWKS,
2019-02-10 01:00:00+00:00,LOS ANGELES CLIPPERS,,BOSTON CELTICS,
2019-02-10 01:00:00+00:00,WASHINGTON WIZARDS,,CHICAGO BULLS,
2019-02-10 01:30:00+00:00,OKLAHOMA CITY THUNDER,,HOUSTON ROCKETS,
2019-02-10 00:00:00+00:00,CLEVELAND CAVALIERS,,INDIANA PACERS,
2019-02-10 01:00:00+00:00,NEW ORLEANS PELICANS,,MEMPHIS GRIZZLIES,
2019-02-10 02:00:00+00:00,ORLANDO MAGIC,,MILWAUKEE BUCKS,
2019-02-10 00:30:00+00:00,TORONTO RAPTORS,,NEW YORK KNICKS,
2019-02-09 22:00:00+00:00,SAN ANTONIO SPURS,,UTAH JAZZ,
2019-02-11 00:30:00+00:00,ORLANDO MAGIC,,ATLANTA HAWKS,
2019-02-10 20:00:00+00:00,PORTLAND TRAIL BLAZERS,,DALLAS MAVERICKS,
2019-02-11 01:30:00+00:00,MIAMI HEAT,,GOLDEN STATE WARRIORS,
2019-02-10 20:30:00+00:00,LOS ANGELES LAKERS,,PHILADELPHIA 76ERS,
2019-02-10 23:00:00+00:00,PHOENIX SUNS,,SACRAMENTO KINGS,
2019-02-12 01:00:00+00:00,MILWAUKEE BUCKS,,CHICAGO BULLS,
2019-02-12 00:00:00+00:00,NEW YORK KNICKS,,CLEVELAND CAVALIERS,
2019-02-12 02:00:00+00:00,MIAMI HEAT,,DENVER NUGGETS,
2019-02-12 00:00:00+00:00,WASHINGTON WIZARDS,,DETROIT PISTONS,
2019-02-12 01:00:00+00:00,DALLAS MAVERICKS,,HOUSTON ROCKETS,
2019-02-12 00:00:00+00:00,CHARLOTTE HORNETS,,INDIANA PACERS,
2019-02-12 01:00:00+00:00,LOS ANGELES CLIPPERS,,MINNESOTA TIMBERWOLVES,
2019-02-12 01:00:00+00:00,PORTLAND TRAIL BLAZERS,,OKLAHOMA CITY THUNDER,
2019-02-12 00:30:00+00:00,BROOKLYN NETS,,TORONTO RAPTORS,
2019-02-13 00:30:00+00:00,LOS ANGELES LAKERS,,ATLANTA HAWKS,
2019-02-13 03:30:00+00:00,UTAH JAZZ,,GOLDEN STATE WARRIORS,
2019-02-13 01:00:00+00:00,SAN ANTONIO SPURS,,MEMPHIS GRIZZLIES,
2019-02-13 01:00:00+00:00,ORLANDO MAGIC,,NEW ORLEANS PELICANS,
2019-02-13 01:00:00+00:00,BOSTON CELTICS,,PHILADELPHIA 76ERS,
2019-02-14 00:30:00+00:00,DETROIT PISTONS,,BOSTON CELTICS,
2019-02-14 01:00:00+00:00,MEMPHIS GRIZZLIES,,CHICAGO BULLS,
2019-02-14 00:00:00+00:00,BROOKLYN NETS,,CLEVELAND CAVALIERS,
2019-02-14 01:30:00+00:00,MIAMI HEAT,,DALLAS MAVERICKS,
2019-02-14 02:00:00+00:00,SACRAMENTO KINGS,,DENVER NUGGETS,
2019-02-14 00:00:00+00:00,MILWAUKEE BUCKS,,INDIANA PACERS,
2019-02-14 03:30:00+00:00,PHOENIX SUNS,,LOS ANGELES CLIPPERS,
2019-02-14 02:30:00+00:00,HOUSTON ROCKETS,,MINNESOTA TIMBERWOLVES,
2019-02-14 00:30:00+00:00,PHILADELPHIA 76ERS,,NEW YORK KNICKS,
2019-02-14 03:00:00+00:00,GOLDEN STATE WARRIORS,,PORTLAND TRAIL BLAZERS,
2019-02-14 00:30:00+00:00,WASHINGTON WIZARDS,,TORONTO RAPTORS,
2019-02-15 00:30:00+00:00,NEW YORK KNICKS,,ATLANTA HAWKS,
2019-02-15 01:00:00+00:00,OKLAHOMA CITY THUNDER,,NEW ORLEANS PELICANS,
2019-02-15 00:00:00+00:00,CHARLOTTE HORNETS,,ORLANDO MAGIC,
2019-02-22 00:30:00+00:00,PORTLAND TRAIL BLAZERS,,BROOKLYN NETS,
2019-02-22 00:00:00+00:00,PHOENIX SUNS,,CLEVELAND CAVALIERS,
2019-02-22 03:30:00+00:00,SACRAMENTO KINGS,,GOLDEN STATE WARRIORS,
2019-02-22 03:30:00+00:00,HOUSTON ROCKETS,,LOS ANGELES LAKERS,
2019-02-22 01:00:00+00:00,BOSTON CELTICS,,MILWAUKEE BUCKS,
2019-02-22 00:00:00+00:00,MIAMI HEAT,,PHILADELPHIA 76ERS,
2019-02-23 00:30:00+00:00,DETROIT PISTONS,,ATLANTA HAWKS,
2019-02-23 00:00:00+00:00,WASHINGTON WIZARDS,,CHARLOTTE HORNETS,
2019-02-23 01:30:00+00:00,DENVER NUGGETS,,DALLAS MAVERICKS,
2019-02-23 00:00:00+00:00,NEW ORLEANS PELICANS,,INDIANA PACERS,
2019-02-23 01:00:00+00:00,LOS ANGELES CLIPPERS,,MEMPHIS GRIZZLIES,
2019-02-23 00:30:00+00:00,MINNESOTA TIMBERWOLVES,,NEW YORK KNICKS,
2019-02-23 02:30:00+00:00,UTAH JAZZ,,OKLAHOMA CITY THUNDER,
2019-02-23 00:00:00+00:00,CHICAGO BULLS,,ORLANDO MAGIC,
2019-02-23 00:00:00+00:00,SAN ANTONIO SPURS,,TORONTO RAPTORS,
2019-02-24 00:00:00+00:00,PHOENIX SUNS,,ATLANTA HAWKS,
2019-02-24 01:00:00+00:00,BOSTON CELTICS,,CHICAGO BULLS,
2019-02-24 00:00:00+00:00,BROOKLYN NETS,,CHARLOTTE HORNETS,
2019-02-24 00:00:00+00:00,MEMPHIS GRIZZLIES,,CLEVELAND CAVALIERS,
2019-02-24 01:30:00+00:00,HOUSTON ROCKETS,,GOLDEN STATE WARRIORS,
2019-02-24 00:30:00+00:00,DETROIT PISTONS,,MIAMI HEAT,
