start_time,away_team,away_team_score,home_team,home_team_score
2018-11-26 02:00:00+00:00,LOS ANGELES CLIPPERS,104,PORTLAND TRAIL BLAZERS,100
2018-11-26 01:00:00+00:00,UTAH JAZZ,133,SACRAMENTO KINGS,112
2018-11-25 23:00:00+00:00,MIAMI HEAT,115,TORONTO RAPTORS,125
2018-11-27 01:00:00+00:00,SAN ANTONIO SPURS,108,CHICAGO BULLS,107
2018-11-27 00:00:00+00:00,MILWAUKEE BUCKS,107,CHARLOTTE HORNETS,110
2018-11-27 00:00:00+00:00,MINNESOTA TIMBERWOLVES,102,CLEVELAND CAVALIERS,95
2018-11-27 03:30:00+00:00,ORLANDO MAGIC,110,GOLDEN STATE WARRIORS,116
2018-11-27 01:00:00+00:00,BOSTON CELTICS,124,NEW ORLEANS PELICANS,107
2018-11-27 02:00:00+00:00,INDIANA PACERS,121,UTAH JAZZ,88
2018-11-27 00:00:00+00:00,HOUSTON ROCKETS,131,WASHINGTON WIZARDS,135
2018-11-28 02:00:00+00:00,LOS ANGELES LAKERS,85,DENVER NUGGETS,117
2018-11-28 00:00:00+00:00,NEW YORK KNICKS,108,DETROIT PISTONS,115
2018-11-28 01:00:00+00:00,TORONTO RAPTORS,122,MEMPHIS GRIZZLIES,114
2018-11-28 00:30:00+00:00,ATLANTA HAWKS,115,MIAMI HEAT,113
2018-11-28 02:00:00+00:00,INDIANA PACERS,109,PHOENIX SUNS,104
2018-11-29 00:30:00+00:00,UTAH JAZZ,101,BROOKLYN NETS,91
2018-11-29 00:00:00+00:00,ATLANTA HAWKS,94,CHARLOTTE HORNETS,108
2018-11-29 01:00:00+00:00,DALLAS MAVERICKS,128,HOUSTON ROCKETS,108
2018-11-29 03:30:00+00:00,PHOENIX SUNS,99,LOS ANGELES CLIPPERS,115
2018-11-29 01:00:00+00:00,CHICAGO BULLS,113,MILWAUKEE BUCKS,116
2018-11-29 01:00:00+00:00,SAN ANTONIO SPURS,89,MINNESOTA TIMBERWOLVES,128
2018-11-29 01:00:00+00:00,WASHINGTON WIZARDS,104,NEW ORLEANS PELICANS,125
2018-11-29 01:00:00+00:00,CLEVELAND CAVALIERS,83,OKLAHOMA CITY THUNDER,100
2018-11-29 00:00:00+00:00,NEW YORK KNICKS,91,PHILADELPHIA 76ERS,117
2018-11-29 03:00:00+00:00,ORLANDO MAGIC,112,PORTLAND TRAIL BLAZERS,115
2018-11-30 03:30:00+00:00,INDIANA PACERS,96,LOS ANGELES LAKERS,104
2018-11-30 03:30:00+00:00,LOS ANGELES CLIPPERS,133,SACRAMENTO KINGS,121
2018-11-30 01:00:00+00:00,GOLDEN STATE WARRIORS,128,TORONTO RAPTORS,131
2018-12-01 00:00:00+00:00,CLEVELAND CAVALIERS,95,BOSTON CELTICS,128
2018-12-01 00:30:00+00:00,MEMPHIS GRIZZLIES,131,BROOKLYN NETS,125
2018-12-01 00:00:00+00:00,UTAH JAZZ,119,CHARLOTTE HORNETS,111
2018-12-01 00:00:00+00:00,CHICAGO BULLS,88,DETROIT PISTONS,107
2018-12-01 03:30:00+00:00,DALLAS MAVERICKS,103,LOS ANGELES LAKERS,114
2018-12-01 01:00:00+00:00,NEW ORLEANS PELICANS,101,MIAMI HEAT,106
2018-12-01 01:00:00+00:00,ATLANTA HAWKS,109,OKLAHOMA CITY THUNDER,124
2018-12-01 00:00:00+00:00,WASHINGTON WIZARDS,98,PHILADELPHIA 76ERS,123
2018-12-01 02:00:00+00:00,ORLANDO MAGIC,99,PHOENIX SUNS,85
2018-12-01 03:30:00+00:00,DENVER NUGGETS,113,PORTLAND TRAIL BLAZERS,112
2018-12-01 01:00:00+00:00,HOUSTON ROCKETS,136,SAN ANTONIO SPURS,105
2018-12-02 01:00:00+00:00,TORONTO RAPTORS,106,CLEVELAND CAVALIERS,95
2018-12-02 00:00:00+00:00,GOLDEN STATE WARRIORS,102,DETROIT PISTONS,111
2018-12-02 01:00:00+00:00,CHICAGO BULLS,105,HOUSTON ROCKETS,121
2018-12-02 01:00:00+00:00,BOSTON CELTICS,118,MINNESOTA TIMBERWOLVES,109
2018-12-01 22:00:00+00:00,MILWAUKEE BUCKS,134,NEW YORK KNICKS,136
2018-12-02 03:00:00+00:00,INDIANA PACERS,110,SACRAMENTO KINGS,111
2018-12-02 00:00:00+00:00,BROOKLYN NETS,88,WASHINGTON WIZARDS,102
2018-12-02 22:00:00+00:00,NEW ORLEANS PELICANS,119,CHARLOTTE HORNETS,109
2018-12-03 00:00:00+00:00,LOS ANGELES CLIPPERS,110,DALLAS MAVERICKS,114
2018-12-02 20:30:00+00:00,PHOENIX SUNS,96,LOS ANGELES LAKERS,120
2018-12-02 23:00:00+00:00,UTAH JAZZ,100,MIAMI HEAT,102
2018-12-02 23:00:00+00:00,MEMPHIS GRIZZLIES,95,PHILADELPHIA 76ERS,103
2018-12-03 00:00:00+00:00,PORTLAND TRAIL BLAZERS,118,SAN ANTONIO SPURS,131
2018-12-04 00:30:00+00:00,GOLDEN STATE WARRIORS,128,ATLANTA HAWKS,111
2018-12-04 00:30:00+00:00,CLEVELAND CAVALIERS,99,BROOKLYN NETS,97
2018-12-04 00:00:00+00:00,OKLAHOMA CITY THUNDER,110,DETROIT PISTONS,83
2018-12-04 01:00:00+00:00,HOUSTON ROCKETS,91,MINNESOTA TIMBERWOLVES,103
2018-12-04 01:00:00+00:00,LOS ANGELES CLIPPERS,129,NEW ORLEANS PELICANS,126
2018-12-04 00:30:00+00:00,WASHINGTON WIZARDS,110,NEW YORK KNICKS,107
2018-12-04 00:30:00+00:00,DENVER NUGGETS,106,TORONTO RAPTORS,103
2018-12-05 01:30:00+00:00,PORTLAND TRAIL BLAZERS,102,DALLAS MAVERICKS,111
2018-12-05 00:00:00+00:00,CHICAGO BULLS,90,INDIANA PACERS,96
2018-12-05 00:30:00+00:00,ORLANDO MAGIC,105,MIAMI HEAT,90
2018-12-05 02:00:00+00:00,SACRAMENTO KINGS,122,PHOENIX SUNS,105
2018-12-05 02:00:00+00:00,SAN ANTONIO SPURS,105,UTAH JAZZ,139
2018-12-06 00:30:00+00:00,WASHINGTON WIZARDS,131,ATLANTA HAWKS,117
2018-12-06 00:30:00+00:00,OKLAHOMA CITY THUNDER,114,BROOKLYN NETS,112
2018-12-06 00:00:00+00:00,GOLDEN STATE WARRIORS,129,CLEVELAND CAVALIERS,105
2018-12-06 03:30:00+00:00,SAN ANTONIO SPURS,113,LOS ANGELES LAKERS,121
2018-12-06 01:00:00+00:00,LOS ANGELES CLIPPERS,86,MEMPHIS GRIZZLIES,96
2018-12-06 01:00:00+00:00,DETROIT PISTONS,92,MILWAUKEE BUCKS,115
2018-12-06 01:00:00+00:00,CHARLOTTE HORNETS,104,MINNESOTA TIMBERWOLVES,121
2018-12-06 01:00:00+00:00,DALLAS MAVERICKS,106,NEW ORLEANS PELICANS,132
2018-12-06 00:00:00+00:00,DENVER NUGGETS,124,ORLANDO MAGIC,118
2018-12-06 01:00:00+00:00,PHILADELPHIA 76ERS,102,TORONTO RAPTORS,113
2018-12-07 01:00:00+00:00,NEW YORK KNICKS,100,BOSTON CELTICS,128
2018-12-07 03:00:00+00:00,PHOENIX SUNS,86,PORTLAND TRAIL BLAZERS,108
2018-12-07 03:30:00+00:00,HOUSTON ROCKETS,91,UTAH JAZZ,118
2018-12-08 00:30:00+00:00,TORONTO RAPTORS,105,BROOKLYN NETS,106
2018-12-08 01:00:00+00:00,OKLAHOMA CITY THUNDER,112,CHICAGO BULLS,114
2018-12-08 00:00:00+00:00,DENVER NUGGETS,107,CHARLOTTE HORNETS,113
2018-12-08 00:30:00+00:00,SACRAMENTO KINGS,129,CLEVELAND CAVALIERS,110
2018-12-08 00:00:00+00:00,PHILADELPHIA 76ERS,117,DETROIT PISTONS,111
2018-12-08 02:30:00+00:00,GOLDEN STATE WARRIORS,105,MILWAUKEE BUCKS,95
2018-12-08 01:00:00+00:00,MEMPHIS GRIZZLIES,107,NEW ORLEANS PELICANS,103
2018-12-08 00:00:00+00:00,INDIANA PACERS,112,ORLANDO MAGIC,90
2018-12-08 02:00:00+00:00,MIAMI HEAT,115,PHOENIX SUNS,98
2018-12-08 01:30:00+00:00,LOS ANGELES LAKERS,120,SAN ANTONIO SPURS,133
2018-12-09 00:30:00+00:00,DENVER NUGGETS,98,ATLANTA HAWKS,106
2018-12-09 01:00:00+00:00,BOSTON CELTICS,133,CHICAGO BULLS,77
2018-12-09 00:30:00+00:00,WASHINGTON WIZARDS,101,CLEVELAND CAVALIERS,116
2018-12-08 23:00:00+00:00,HOUSTON ROCKETS,104,DALLAS MAVERICKS,107
2018-12-09 00:00:00+00:00,SACRAMENTO KINGS,97,INDIANA PACERS,107
2018-12-09 03:30:00+00:00,MIAMI HEAT,121,LOS ANGELES CLIPPERS,98
2018-12-09 01:00:00+00:00,LOS ANGELES LAKERS,111,MEMPHIS GRIZZLIES,88
2018-12-09 00:30:00+00:00,BROOKLYN NETS,112,NEW YORK KNICKS,104
2018-12-09 03:00:00+00:00,MINNESOTA TIMBERWOLVES,105,PORTLAND TRAIL BLAZERS,113
2018-12-09 20:30:00+00:00,NEW ORLEANS PELICANS,116,DETROIT PISTONS,108
2018-12-10 00:30:00+00:00,CHARLOTTE HORNETS,119,NEW YORK KNICKS,107
2018-12-10 00:00:00+00:00,UTAH JAZZ,97,SAN ANTONIO SPURS,110
2018-12-09 23:00:00+00:00,MILWAUKEE BUCKS,104,TORONTO RAPTORS,99
2018-12-11 00:30:00+00:00,NEW ORLEANS PELICANS,100,BOSTON CELTICS,113
2018-12-11 01:00:00+00:00,SACRAMENTO KINGS,108,CHICAGO BULLS,89
2018-12-11 01:30:00+00:00,ORLANDO MAGIC,76,DALLAS MAVERICKS,101
2018-12-11 02:00:00+00:00,MEMPHIS GRIZZLIES,99,DENVER NUGGETS,105
2018-12-11 03:30:00+00:00,MINNESOTA TIMBERWOLVES,108,GOLDEN STATE WARRIORS,116
2018-12-11 00:00:00+00:00,WASHINGTON WIZARDS,101,INDIANA PACERS,109
2018-12-11 03:30:00+00:00,MIAMI HEAT,105,LOS ANGELES LAKERS,108
2018-12-11 01:00:00+00:00,CLEVELAND CAVALIERS,92,MILWAUKEE BUCKS,108
2018-12-11 01:00:00+00:00,UTAH JAZZ,113,OKLAHOMA CITY THUNDER,122
2018-12-11 00:00:00+00:00,DETROIT PISTONS,102,PHILADELPHIA 76ERS,116
2018-12-11 02:00:00+00:00,LOS ANGELES CLIPPERS,123,PHOENIX SUNS,119
2018-12-12 01:00:00+00:00,PORTLAND TRAIL BLAZERS,104,HOUSTON ROCKETS,111
2018-12-12 03:30:00+00:00,TORONTO RAPTORS,123,LOS ANGELES CLIPPERS,99
2018-12-12 01:30:00+00:00,PHOENIX SUNS,86,SAN ANTONIO SPURS,111
2018-12-13 00:00:00+00:00,DETROIT PISTONS,107,CHARLOTTE HORNETS,108
2018-12-13 00:00:00+00:00,NEW YORK KNICKS,106,CLEVELAND CAVALIERS,113
2018-12-13 01:30:00+00:00,ATLANTA HAWKS,107,DALLAS MAVERICKS,114
2018-12-13 03:30:00+00:00,TORONTO RAPTORS,113,GOLDEN STATE WARRIORS,93
2018-12-13 00:00:00+00:00,MILWAUKEE BUCKS,97,INDIANA PACERS,113
2018-12-13 01:00:00+00:00,PORTLAND TRAIL BLAZERS,83,MEMPHIS GRIZZLIES,92
2018-12-13 01:00:00+00:00,OKLAHOMA CITY THUNDER,114,NEW ORLEANS PELICANS,118
2018-12-13 00:00:00+00:00,BROOKLYN NETS,127,PHILADELPHIA 76ERS,124
2018-12-13 03:00:00+00:00,MINNESOTA TIMBERWOLVES,130,SACRAMENTO KINGS,141
2018-12-13 02:00:00+00:00,MIAMI HEAT,84,UTAH JAZZ,111
2018-12-13 00:00:00+00:00,BOSTON CELTICS,130,WASHINGTON WIZARDS,125
2018-12-14 01:00:00+00:00,LOS ANGELES LAKERS,111,HOUSTON ROCKETS,126
2018-12-14 02:30:00+00:00,CHICAGO BULLS,91,ORLANDO MAGIC,97
2018-12-14 03:30:00+00:00,DALLAS MAVERICKS,89,PHOENIX SUNS,99
2018-12-14 01:30:00+00:00,LOS ANGELES CLIPPERS,87,SAN ANTONIO SPURS,125
2018-12-15 00:00:00+00:00,ATLANTA HAWKS,108,BOSTON CELTICS,129
2018-12-15 00:30:00+00:00,WASHINGTON WIZARDS,118,BROOKLYN NETS,125
2018-12-15 00:00:00+00:00,NEW YORK KNICKS,126,CHARLOTTE HORNETS,124
2018-12-15 00:30:00+00:00,MILWAUKEE BUCKS,114,CLEVELAND CAVALIERS,102
2018-12-15 03:00:00+00:00,OKLAHOMA CITY THUNDER,98,DENVER NUGGETS,109
2018-12-15 01:00:00+00:00,MIAMI HEAT,100,MEMPHIS GRIZZLIES,97
2018-12-15 00:30:00+00:00,INDIANA PACERS,113,PHILADELPHIA 76ERS,101
2018-12-15 03:00:00+00:00,TORONTO RAPTORS,122,PORTLAND TRAIL BLAZERS,128
2018-12-15 03:00:00+00:00,GOLDEN STATE WARRIORS,130,SACRAMENTO KINGS,125
2018-12-16 00:00:00+00:00,LOS ANGELES LAKERS,128,CHARLOTTE HORNETS,100
2018-12-16 00:00:00+00:00,BOSTON CELTICS,104,DETROIT PISTONS,113
2018-12-16 01:00:00+00:00,HOUSTON ROCKETS,105,MEMPHIS GRIZZLIES,97
2018-12-16 02:00:00+00:00,LOS ANGELES CLIPPERS,104,OKLAHOMA CITY THUNDER,110
2018-12-15 22:00:00+00:00,UTAH JAZZ,89,ORLANDO MAGIC,96
2018-12-16 02:00:00+00:00,MINNESOTA TIMBERWOLVES,99,PHOENIX SUNS,107
2018-12-16 01:30:00+00:00,CHICAGO BULLS,98,SAN ANTONIO SPURS,93
2018-12-16 20:00:00+00:00,ATLANTA HAWKS,127,BROOKLYN NETS,144
2018-12-16 20:30:00+00:00,PHILADELPHIA 76ERS,128,CLEVELAND CAVALIERS,105
2018-12-17 00:00:00+00:00,SACRAMENTO KINGS,120,DALLAS MAVERICKS,113
2018-12-17 01:00:00+00:00,TORONTO RAPTORS,86,DENVER NUGGETS,95
2018-12-16 22:00:00+00:00,NEW YORK KNICKS,99,INDIANA PACERS,110
2018-12-17 00:00:00+00:00,MIAMI HEAT,102,NEW ORLEANS PELICANS,96
2018-12-16 23:00:00+00:00,LOS ANGELES LAKERS,110,WASHINGTON WIZARDS,128
2018-12-18 00:00:00+00:00,MILWAUKEE BUCKS,107,DETROIT PISTONS,104
2018-12-18 03:30:00+00:00,MEMPHIS GRIZZLIES,93,GOLDEN STATE WARRIORS,110
2018-12-18 01:00:00+00:00,UTAH JAZZ,97,HOUSTON ROCKETS,102
2018-12-18 03:30:00+00:00,PORTLAND TRAIL BLAZERS,131,LOS ANGELES CLIPPERS,127
2018-12-18 01:00:00+00:00,SACRAMENTO KINGS,105,MINNESOTA TIMBERWOLVES,132
2018-12-18 00:30:00+00:00,PHOENIX SUNS,128,NEW YORK KNICKS,110
2018-12-18 01:00:00+00:00,CHICAGO BULLS,96,OKLAHOMA CITY THUNDER,121
2018-12-18 01:30:00+00:00,PHILADELPHIA 76ERS,96,SAN ANTONIO SPURS,123
2018-12-19 00:30:00+00:00,WASHINGTON WIZARDS,110,ATLANTA HAWKS,118
2018-12-19 00:30:00+00:00,LOS ANGELES LAKERS,110,BROOKLYN NETS,115
2018-12-19 02:00:00+00:00,DALLAS MAVERICKS,118,DENVER NUGGETS,126
2018-12-19 00:00:00+00:00,CLEVELAND CAVALIERS,92,INDIANA PACERS,91
2018-12-20 00:30:00+00:00,PHOENIX SUNS,111,BOSTON CELTICS,103
2018-12-20 01:00:00+00:00,BROOKLYN NETS,96,CHICAGO BULLS,93
2018-12-20 00:00:00+00:00,CLEVELAND CAVALIERS,99,CHARLOTTE HORNETS,110
2018-12-20 01:00:00+00:00,WASHINGTON WIZARDS,118,HOUSTON ROCKETS,136
2018-12-20 01:00:00+00:00,NEW ORLEANS PELICANS,115,MILWAUKEE BUCKS,123
2018-12-20 01:00:00+00:00,DETROIT PISTONS,129,MINNESOTA TIMBERWOLVES,123
2018-12-20 00:00:00+00:00,SAN ANTONIO SPURS,129,ORLANDO MAGIC,90
2018-12-20 00:00:00+00:00,NEW YORK KNICKS,109,PHILADELPHIA 76ERS,131
2018-12-20 03:00:00+00:00,MEMPHIS GRIZZLIES,92,PORTLAND TRAIL BLAZERS,99
2018-12-20 03:00:00+00:00,OKLAHOMA CITY THUNDER,132,SACRAMENTO KINGS,113
2018-12-20 00:30:00+00:00,INDIANA PACERS,96,TORONTO RAPTORS,99
2018-12-20 02:00:00+00:00,GOLDEN STATE WARRIORS,103,UTAH JAZZ,108
2018-12-21 03:30:00+00:00,DALLAS MAVERICKS,121,LOS ANGELES CLIPPERS,125
2018-12-21 01:00:00+00:00,HOUSTON ROCKETS,99,MIAMI HEAT,101
2018-12-22 01:00:00+00:00,MILWAUKEE BUCKS,120,BOSTON CELTICS,107
2018-12-22 00:30:00+00:00,INDIANA PACERS,114,BROOKLYN NETS,106
2018-12-22 01:00:00+00:00,ORLANDO MAGIC,80,CHICAGO BULLS,90
2018-12-22 00:00:00+00:00,DETROIT PISTONS,86,CHARLOTTE HORNETS,98
2018-12-22 03:30:00+00:00,NEW ORLEANS PELICANS,104,LOS ANGELES LAKERS,112
2018-12-22 00:30:00+00:00,ATLANTA HAWKS,114,NEW YORK KNICKS,107
2018-12-22 03:00:00+00:00,UTAH JAZZ,120,PORTLAND TRAIL BLAZERS,90
2018-12-22 03:00:00+00:00,MEMPHIS GRIZZLIES,99,SACRAMENTO KINGS,102
2018-12-22 01:30:00+00:00,MINNESOTA TIMBERWOLVES,98,SAN ANTONIO SPURS,124
2018-12-22 00:00:00+00:00,CLEVELAND CAVALIERS,110,TORONTO RAPTORS,126
2018-12-23 01:30:00+00:00,DALLAS MAVERICKS,116,GOLDEN STATE WARRIORS,120
2018-12-23 01:00:00+00:00,SAN ANTONIO SPURS,101,HOUSTON ROCKETS,108
2018-12-22 22:00:00+00:00,DENVER NUGGETS,111,LOS ANGELES CLIPPERS,132
2018-12-23 01:00:00+00:00,MILWAUKEE BUCKS,87,MIAMI HEAT,94
2018-12-23 00:30:00+00:00,TORONTO RAPTORS,101,PHILADELPHIA 76ERS,126
2018-12-23 02:00:00+00:00,OKLAHOMA CITY THUNDER,107,UTAH JAZZ,106
2018-12-23 00:00:00+00:00,PHOENIX SUNS,146,WASHINGTON WIZARDS,149
2018-12-23 23:00:00+00:00,CHARLOTTE HORNETS,103,BOSTON CELTICS,119
2018-12-23 23:00:00+00:00,PHOENIX SUNS,103,BROOKLYN NETS,111
2018-12-23 23:00:00+00:00,CHICAGO BULLS,112,CLEVELAND CAVALIERS,92
2018-12-23 21:00:00+00:00,ATLANTA HAWKS,98,DETROIT PISTONS,95
2018-12-24 01:30:00+00:00,LOS ANGELES CLIPPERS,127,GOLDEN STATE WARRIORS,129
2018-12-23 22:00:00+00:00,WASHINGTON WIZARDS,89,INDIANA PACERS,105
2018-12-24 02:30:00+00:00,MEMPHIS GRIZZLIES,107,LOS ANGELES LAKERS,99
2018-12-24 01:00:00+00:00,MINNESOTA TIMBERWOLVES,114,OKLAHOMA CITY THUNDER,112
2018-12-23 23:00:00+00:00,MIAMI HEAT,115,ORLANDO MAGIC,91
2018-12-24 02:00:00+00:00,DALLAS MAVERICKS,118,PORTLAND TRAIL BLAZERS,121
2018-12-23 23:00:00+00:00,NEW ORLEANS PELICANS,117,SACRAMENTO KINGS,122
2018-12-25 22:30:00+00:00,PHILADELPHIA 76ERS,114,BOSTON CELTICS,121
2018-12-26 01:00:00+00:00,LOS ANGELES LAKERS,127,GOLDEN STATE WARRIORS,101
2018-12-25 20:00:00+00:00,OKLAHOMA CITY THUNDER,109,HOUSTON ROCKETS,113
2018-12-25 17:00:00+00:00,MILWAUKEE BUCKS,109,NEW YORK KNICKS,95
2018-12-26 03:30:00+00:00,PORTLAND TRAIL BLAZERS,96,UTAH JAZZ,117
2018-12-27 00:30:00+00:00,INDIANA PACERS,129,ATLANTA HAWKS,121
2018-12-27 00:30:00+00:00,CHARLOTTE HORNETS,132,BROOKLYN NETS,134
2018-12-27 01:00:00+00:00,MINNESOTA TIMBERWOLVES,119,CHICAGO BULLS,94
2018-12-27 01:30:00+00:00,NEW ORLEANS PELICANS,119,DALLAS MAVERICKS,122
2018-12-27 00:00:00+00:00,WASHINGTON WIZARDS,95,DETROIT PISTONS,106
2018-12-27 03:30:00+00:00,SACRAMENTO KINGS,118,LOS ANGELES CLIPPERS,127
2018-12-27 01:00:00+00:00,CLEVELAND CAVALIERS,87,MEMPHIS GRIZZLIES,95
2018-12-27 00:30:00+00:00,TORONTO RAPTORS,106,MIAMI HEAT,104
2018-12-27 00:00:00+00:00,PHOENIX SUNS,122,ORLANDO MAGIC,120
2018-12-27 01:30:00+00:00,DENVER NUGGETS,103,SAN ANTONIO SPURS,111
2018-12-28 03:30:00+00:00,PORTLAND TRAIL BLAZERS,110,GOLDEN STATE WARRIORS,109
2018-12-28 01:00:00+00:00,BOSTON CELTICS,113,HOUSTON ROCKETS,127
2018-12-28 01:00:00+00:00,NEW YORK KNICKS,96,MILWAUKEE BUCKS,112
2018-12-28 03:00:00+00:00,LOS ANGELES LAKERS,116,SACRAMENTO KINGS,117
2018-12-28 03:30:00+00:00,PHILADELPHIA 76ERS,114,UTAH JAZZ,97
2018-12-29 00:00:00+00:00,BROOKLYN NETS,87,CHARLOTTE HORNETS,100
2018-12-29 02:00:00+00:00,SAN ANTONIO SPURS,99,DENVER NUGGETS,102
2018-12-29 00:00:00+00:00,DETROIT PISTONS,88,INDIANA PACERS,125
2018-12-29 03:30:00+00:00,LOS ANGELES CLIPPERS,118,LOS ANGELES LAKERS,107
2018-12-29 01:00:00+00:00,CLEVELAND CAVALIERS,94,MIAMI HEAT,118
2018-12-29 01:00:00+00:00,ATLANTA HAWKS,123,MINNESOTA TIMBERWOLVES,120
2018-12-29 01:00:00+00:00,DALLAS MAVERICKS,112,NEW ORLEANS PELICANS,114
2018-12-29 00:00:00+00:00,TORONTO RAPTORS,87,ORLANDO MAGIC,116
2018-12-29 02:00:00+00:00,OKLAHOMA CITY THUNDER,118,PHOENIX SUNS,102
2018-12-29 00:00:00+00:00,CHICAGO BULLS,101,WASHINGTON WIZARDS,92
2018-12-30 00:30:00+00:00,CLEVELAND CAVALIERS,108,ATLANTA HAWKS,111
2018-12-30 03:30:00+00:00,SAN ANTONIO SPURS,122,LOS ANGELES CLIPPERS,111
2018-12-30 01:00:00+00:00,BOSTON CELTICS,112,MEMPHIS GRIZZLIES,103
2018-12-29 22:00:00+00:00,BROOKLYN NETS,115,MILWAUKEE BUCKS,129
2018-12-30 00:00:00+00:00,HOUSTON ROCKETS,108,NEW ORLEANS PELICANS,104
2018-12-30 02:00:00+00:00,DENVER NUGGETS,122,PHOENIX SUNS,118
2018-12-30 03:00:00+00:00,GOLDEN STATE WARRIORS,115,PORTLAND TRAIL BLAZERS,105
2018-12-30 01:00:00+00:00,NEW YORK KNICKS,97,UTAH JAZZ,129
2018-12-30 00:00:00+00:00,CHARLOTTE HORNETS,126,WASHINGTON WIZARDS,130
2018-12-31 00:00:00+00:00,OKLAHOMA CITY THUNDER,103,DALLAS MAVERICKS,105
2018-12-31 02:30:00+00:00,SACRAMENTO KINGS,114,LOS ANGELES LAKERS,121
2018-12-30 23:00:00+00:00,MINNESOTA TIMBERWOLVES,113,MIAMI HEAT,104
2018-12-30 20:30:00+00:00,DETROIT PISTONS,107,ORLANDO MAGIC,109
2018-12-31 02:00:00+00:00,PHILADELPHIA 76ERS,95,PORTLAND TRAIL BLAZERS,129
2018-12-30 23:00:00+00:00,CHICAGO BULLS,89,TORONTO RAPTORS,95
2018-12-31 23:00:00+00:00,ORLANDO MAGIC,100,CHARLOTTE HORNETS,125
2019-01-01 00:00:00+00:00,MEMPHIS GRIZZLIES,101,HOUSTON ROCKETS,113
2018-12-31 20:00:00+00:00,ATLANTA HAWKS,108,INDIANA PACERS,116
2019-01-01 01:00:00+00:00,MINNESOTA TIMBERWOLVES,114,NEW ORLEANS PELICANS,123
2019-01-01 01:00:00+00:00,DALLAS MAVERICKS,102,OKLAHOMA CITY THUNDER,122
2019-01-01 02:00:00+00:00,GOLDEN STATE WARRIORS,132,PHOENIX SUNS,109
2019-01-01 00:00:00+00:00,BOSTON CELTICS,111,SAN ANTONIO SPURS,120
2019-01-02 02:00:00+00:00,NEW YORK KNICKS,108,DENVER NUGGETS,115
2019-01-02 03:30:00+00:00,PHILADELPHIA 76ERS,119,LOS ANGELES CLIPPERS,113
2019-01-02 01:00:00+00:00,DETROIT PISTONS,98,MILWAUKEE BUCKS,121
2019-01-02 02:00:00+00:00,PORTLAND TRAIL BLAZERS,113,SACRAMENTO KINGS,108
2019-01-02 00:30:00+00:00,UTAH JAZZ,116,TORONTO RAPTORS,122
2019-01-03 01:00:00+00:00,MINNESOTA TIMBERWOLVES,102,BOSTON CELTICS,115
2019-01-03 00:30:00+00:00,NEW ORLEANS PELICANS,121,BROOKLYN NETS,126
2019-01-03 01:00:00+00:00,ORLANDO MAGIC,112,CHICAGO BULLS,84
2019-01-03 00:00:00+00:00,DALLAS MAVERICKS,122,CHARLOTTE HORNETS,84
2019-01-03 00:00:00+00:00,MIAMI HEAT,117,CLEVELAND CAVALIERS,92
2019-01-03 03:30:00+00:00,OKLAHOMA CITY THUNDER,107,LOS ANGELES LAKERS,100
2019-01-03 01:00:00+00:00,DETROIT PISTONS,101,MEMPHIS GRIZZLIES,94
2019-01-03 02:00:00+00:00,PHILADELPHIA 76ERS,132,PHOENIX SUNS,127
2019-01-03 00:00:00+00:00,ATLANTA HAWKS,98,WASHINGTON WIZARDS,114
2019-01-04 03:30:00+00:00,HOUSTON ROCKETS,135,GOLDEN STATE WARRIORS,134
2019-01-04 03:00:00+00:00,DENVER NUGGETS,117,SACRAMENTO KINGS,113
2019-01-04 01:00:00+00:00,TORONTO RAPTORS,107,SAN ANTONIO SPURS,125
2019-01-05 01:00:00+00:00,DALLAS MAVERICKS,93,BOSTON CELTICS,114
2019-01-05 01:00:00+00:00,INDIANA PACERS,119,CHICAGO BULLS,116
2019-01-05 00:30:00+00:00,UTAH JAZZ,117,CLEVELAND CAVALIERS,91
2019-01-05 03:30:00+00:00,NEW YORK KNICKS,119,LOS ANGELES LAKERS,112
2019-01-05 01:00:00+00:00,BROOKLYN NETS,109,MEMPHIS GRIZZLIES,100
2019-01-05 01:00:00+00:00,WASHINGTON WIZARDS,109,MIAMI HEAT,115
2019-01-05 01:30:00+00:00,ATLANTA HAWKS,112,MILWAUKEE BUCKS,144
2019-01-05 01:00:00+00:00,ORLANDO MAGIC,103,MINNESOTA TIMBERWOLVES,120
2019-01-05 02:00:00+00:00,LOS ANGELES CLIPPERS,121,PHOENIX SUNS,111
2019-01-05 03:30:00+00:00,OKLAHOMA CITY THUNDER,111,PORTLAND TRAIL BLAZERS,109
2019-01-06 01:00:00+00:00,NEW ORLEANS PELICANS,133,CLEVELAND CAVALIERS,98
2019-01-05 22:00:00+00:00,CHARLOTTE HORNETS,110,DENVER NUGGETS,123
2019-01-06 00:00:00+00:00,UTAH JAZZ,110,DETROIT PISTONS,105
2019-01-06 01:30:00+00:00,TORONTO RAPTORS,123,MILWAUKEE BUCKS,116
2019-01-06 00:30:00+00:00,DALLAS MAVERICKS,100,PHILADELPHIA 76ERS,106
2019-01-06 03:00:00+00:00,HOUSTON ROCKETS,101,PORTLAND TRAIL BLAZERS,110
2019-01-06 03:00:00+00:00,GOLDEN STATE WARRIORS,127,SACRAMENTO KINGS,123
2019-01-06 01:30:00+00:00,MEMPHIS GRIZZLIES,88,SAN ANTONIO SPURS,108
